               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 512,            0.054086,            0.047423,            0.027254,             0.75533,             0.56837,             0.69036,             0.42097,            0.045493,            0.022949,            0.020084,           0.0049411,           0.0049411,           0.0049411
                 513,            0.055529,            0.049779,            0.027476,             0.74043,             0.57235,             0.67402,             0.40292,            0.045997,            0.023022,            0.019997,           0.0049312,           0.0049312,           0.0049312
                 514,            0.053682,            0.057031,            0.026597,             0.73798,             0.59336,              0.6775,             0.39512,            0.046689,            0.023132,            0.019806,           0.0049213,           0.0049213,           0.0049213
                 515,            0.053236,            0.052996,            0.026869,             0.73128,             0.58875,             0.68751,              0.4221,            0.045346,            0.023087,            0.019691,           0.0049114,           0.0049114,           0.0049114
                 516,            0.055066,             0.04801,            0.028934,              0.7345,             0.59608,             0.69122,             0.39337,            0.047954,            0.023228,            0.019703,           0.0049015,           0.0049015,           0.0049015
                 517,             0.05333,            0.051413,            0.026247,             0.68118,             0.61632,             0.68505,             0.40847,            0.046287,            0.023212,            0.019638,           0.0048916,           0.0048916,           0.0048916
                 518,            0.051878,            0.043028,            0.029869,             0.70355,             0.61851,             0.70706,             0.43542,            0.044796,            0.023361,            0.019733,           0.0048817,           0.0048817,           0.0048817
                 519,              0.0545,            0.057303,            0.026226,             0.69651,             0.60165,             0.69978,             0.40307,            0.046446,            0.023197,            0.019646,           0.0048718,           0.0048718,           0.0048718
                 520,            0.051434,            0.054049,            0.026607,              0.6766,             0.63206,              0.6956,             0.41791,            0.045696,            0.023323,            0.019569,           0.0048619,           0.0048619,           0.0048619
                 521,             0.05554,            0.049628,            0.026278,             0.69368,             0.62529,             0.69949,             0.42241,            0.044454,            0.023026,            0.019661,            0.004852,            0.004852,            0.004852
                 522,            0.052063,            0.048634,            0.025433,             0.68793,              0.6279,             0.68768,             0.41243,            0.046112,            0.023121,            0.019661,           0.0048421,           0.0048421,           0.0048421
                 523,            0.051744,            0.047244,            0.027789,             0.75311,             0.61173,             0.69638,             0.41904,            0.045648,            0.023224,            0.019634,           0.0048322,           0.0048322,           0.0048322
                 524,            0.053421,            0.055089,            0.026907,             0.72164,             0.62786,             0.69702,              0.4222,            0.045384,            0.023155,            0.019501,           0.0048223,           0.0048223,           0.0048223
                 525,            0.052583,            0.048405,              0.0265,             0.74659,             0.56153,             0.68797,             0.41468,             0.04521,             0.02298,            0.019604,           0.0048124,           0.0048124,           0.0048124
                 526,            0.052696,            0.047058,            0.029215,             0.71631,             0.60756,              0.7049,             0.43027,            0.045344,            0.023033,            0.019524,           0.0048025,           0.0048025,           0.0048025
                 527,             0.05404,            0.047024,            0.025649,             0.73938,             0.61325,             0.69723,             0.42159,            0.045239,            0.022865,            0.019329,           0.0047926,           0.0047926,           0.0047926
                 528,            0.052779,            0.049101,            0.026915,             0.67636,             0.64778,             0.70116,             0.40676,            0.045506,            0.022873,            0.019203,           0.0047827,           0.0047827,           0.0047827
                 529,            0.054381,            0.050749,            0.023911,              0.6851,             0.62491,             0.69697,              0.4147,            0.045022,            0.022736,            0.019276,           0.0047728,           0.0047728,           0.0047728
                 530,             0.05395,            0.055009,            0.025059,             0.67632,             0.62876,             0.68716,             0.41055,            0.045923,            0.023026,            0.019188,           0.0047629,           0.0047629,           0.0047629
                 531,            0.056126,            0.050683,            0.025785,             0.69946,             0.61363,             0.68594,             0.39243,            0.046036,            0.022987,             0.01915,            0.004753,            0.004753,            0.004753
                 532,            0.052458,             0.04921,            0.026478,             0.73258,             0.62037,             0.70528,             0.42823,            0.043875,            0.022591,            0.019173,           0.0047431,           0.0047431,           0.0047431
                 533,            0.054525,            0.051291,            0.028713,             0.67235,             0.62584,              0.6794,              0.3907,            0.047018,            0.022423,            0.019169,           0.0047332,           0.0047332,           0.0047332
                 534,            0.052269,            0.047896,            0.027012,             0.70455,             0.57587,             0.66981,             0.39361,            0.046925,            0.022453,            0.019253,           0.0047233,           0.0047233,           0.0047233
                 535,            0.053979,            0.045296,            0.027545,             0.69596,             0.63062,             0.70176,             0.42961,            0.044292,            0.022583,            0.019218,           0.0047134,           0.0047134,           0.0047134
                 536,            0.051504,            0.050964,            0.023425,             0.71268,             0.62569,             0.71037,             0.42121,            0.044163,            0.022652,            0.019192,           0.0047035,           0.0047035,           0.0047035
                 537,            0.052168,             0.05224,             0.02532,              0.6878,             0.62684,             0.69786,              0.4115,            0.046451,            0.022606,            0.019104,           0.0046936,           0.0046936,           0.0046936
                 538,            0.052931,            0.050838,            0.025069,             0.73725,             0.62473,             0.71038,             0.41021,             0.04491,            0.022648,            0.019123,           0.0046837,           0.0046837,           0.0046837
                 539,            0.052383,            0.043401,            0.027722,             0.75815,             0.60954,             0.70627,             0.42814,            0.045579,            0.022934,            0.019131,           0.0046738,           0.0046738,           0.0046738
                 540,             0.05266,            0.058354,            0.025859,             0.70957,             0.62455,             0.70442,             0.38023,            0.046565,            0.023479,            0.018787,           0.0046639,           0.0046639,           0.0046639
                 541,            0.051738,            0.050358,            0.027243,             0.73005,             0.63478,             0.71318,             0.42722,            0.044882,            0.023079,            0.018826,            0.004654,            0.004654,            0.004654
                 542,            0.054188,            0.047316,            0.025451,             0.72417,              0.6305,             0.71559,              0.4095,            0.044895,            0.022888,            0.018814,           0.0046441,           0.0046441,           0.0046441
                 543,            0.051961,            0.047451,            0.027786,             0.73546,             0.59812,              0.7019,               0.405,              0.0463,            0.022808,             0.01897,           0.0046342,           0.0046342,           0.0046342
                 544,             0.05182,            0.058114,            0.024875,             0.77261,             0.60429,             0.71418,             0.42456,             0.04388,            0.022724,            0.018955,           0.0046243,           0.0046243,           0.0046243
                 545,            0.051685,            0.051471,            0.026757,             0.72799,             0.62226,             0.70344,             0.41157,            0.046123,            0.022625,             0.01902,           0.0046144,           0.0046144,           0.0046144
                 546,            0.054612,            0.050709,            0.025351,             0.72017,             0.62908,             0.70224,             0.40832,            0.045438,            0.022606,            0.019035,           0.0046045,           0.0046045,           0.0046045
                 547,            0.051944,             0.05326,            0.026857,              0.7145,             0.65389,             0.72728,             0.42899,            0.044498,            0.022518,            0.018913,           0.0045946,           0.0045946,           0.0045946
                 548,            0.051282,            0.046022,            0.026706,             0.73921,             0.62714,             0.71342,             0.41765,            0.045305,            0.022583,            0.018936,           0.0045847,           0.0045847,           0.0045847
                 549,             0.05107,            0.047795,            0.029129,             0.78383,             0.61636,             0.72685,             0.43342,            0.044206,            0.022854,            0.018826,           0.0045748,           0.0045748,           0.0045748
                 550,            0.051666,            0.050667,            0.026861,             0.78043,               0.597,             0.72769,             0.42469,            0.044671,            0.022694,            0.018574,           0.0045649,           0.0045649,           0.0045649
                 551,            0.052667,            0.053297,            0.026507,             0.79236,             0.58975,             0.72152,             0.39917,            0.046064,            0.022938,            0.018642,            0.004555,            0.004555,            0.004555
                 552,            0.054055,            0.053007,             0.02623,              0.7633,             0.58801,              0.7163,             0.43536,            0.045678,            0.022861,            0.018612,           0.0045451,           0.0045451,           0.0045451
                 553,            0.050564,            0.050061,            0.024975,             0.73052,             0.61625,             0.71721,             0.43634,            0.043581,            0.022518,             0.01865,           0.0045352,           0.0045352,           0.0045352
                 554,            0.052368,             0.05353,            0.025838,             0.73491,             0.62867,              0.7163,             0.43723,            0.045004,            0.022541,            0.018497,           0.0045253,           0.0045253,           0.0045253
                 555,            0.054209,            0.049163,            0.025948,             0.72957,             0.63392,             0.72052,              0.4432,             0.04406,            0.022579,            0.018471,           0.0045154,           0.0045154,           0.0045154
                 556,            0.052449,            0.049285,            0.025688,             0.76141,             0.63897,              0.7238,             0.43647,            0.044493,            0.022636,            0.018417,           0.0045055,           0.0045055,           0.0045055
                 557,            0.051134,            0.050877,            0.024771,              0.7289,             0.62567,             0.72379,             0.41573,            0.044358,            0.022514,            0.018337,           0.0044956,           0.0044956,           0.0044956
                 558,            0.052971,            0.047611,            0.024079,              0.7352,             0.63854,             0.72755,             0.43819,            0.044491,            0.022514,            0.018436,           0.0044857,           0.0044857,           0.0044857
                 559,            0.053007,            0.054794,            0.025854,             0.71295,             0.64438,             0.72038,             0.39895,            0.046989,            0.022671,            0.018246,           0.0044758,           0.0044758,           0.0044758
                 560,            0.054204,            0.052783,             0.02533,              0.7653,             0.62917,             0.73829,             0.45166,            0.042995,            0.022541,             0.01812,           0.0044659,           0.0044659,           0.0044659
                 561,            0.050789,            0.046101,            0.025132,             0.79294,             0.60348,             0.73246,             0.43971,            0.044078,            0.022404,            0.018108,            0.004456,            0.004456,            0.004456
                 562,            0.050703,            0.040004,             0.02563,             0.78627,             0.62804,             0.73517,              0.4654,            0.043509,            0.022461,            0.018181,           0.0044461,           0.0044461,           0.0044461
                 563,            0.048272,            0.048166,            0.026311,             0.79214,             0.60901,             0.73611,             0.44956,            0.043979,            0.022415,            0.018097,           0.0044362,           0.0044362,           0.0044362
                 564,            0.051568,            0.050718,            0.025627,             0.81029,             0.60302,             0.73229,             0.45439,            0.043014,            0.022671,            0.018059,           0.0044263,           0.0044263,           0.0044263
                 565,            0.050489,            0.050387,             0.02577,             0.81975,             0.60475,                0.74,             0.44996,            0.042763,            0.022511,            0.018139,           0.0044164,           0.0044164,           0.0044164
                 566,            0.051882,            0.056064,            0.025067,             0.76178,             0.62475,             0.73008,             0.43723,            0.043528,            0.022911,            0.018059,           0.0044065,           0.0044065,           0.0044065
                 567,            0.052507,            0.052997,            0.024104,             0.73241,             0.63653,             0.72135,             0.43873,            0.043974,            0.022633,            0.018131,           0.0043966,           0.0043966,           0.0043966
                 568,            0.053333,            0.054349,            0.023623,             0.70047,             0.65535,             0.72657,             0.44561,            0.044072,            0.022411,            0.018192,           0.0043867,           0.0043867,           0.0043867
                 569,            0.050677,            0.054378,            0.025048,              0.7324,             0.63586,              0.7337,             0.46484,            0.043329,            0.022614,            0.018108,           0.0043768,           0.0043768,           0.0043768
                 570,            0.049986,            0.049295,            0.023509,             0.71157,             0.64845,             0.73059,             0.46321,            0.044787,            0.022556,            0.017982,           0.0043669,           0.0043669,           0.0043669
                 571,            0.052683,            0.046951,            0.023425,             0.72554,             0.66732,             0.74054,             0.46408,            0.043759,            0.022499,            0.018024,            0.004357,            0.004357,            0.004357
                 572,            0.053085,            0.052211,            0.026259,             0.72241,             0.66811,             0.73958,             0.47206,            0.043606,            0.022537,             0.01791,           0.0043471,           0.0043471,           0.0043471
                 573,            0.051926,            0.055333,            0.023569,             0.71512,              0.6544,             0.73855,             0.41577,             0.04501,            0.022907,             0.01775,           0.0043372,           0.0043372,           0.0043372
                 574,             0.05175,            0.054586,            0.025178,             0.74993,             0.63985,             0.74778,             0.45783,            0.043313,            0.022793,            0.017666,           0.0043273,           0.0043273,           0.0043273
                 575,            0.052424,            0.050035,            0.023515,             0.74244,             0.63299,             0.73974,               0.447,            0.043449,            0.022324,            0.017601,           0.0043174,           0.0043174,           0.0043174
                 576,            0.054478,            0.055332,            0.022718,             0.67378,               0.641,             0.72079,             0.43954,            0.044327,            0.022179,             0.01762,           0.0043075,           0.0043075,           0.0043075
                 577,            0.056919,            0.048812,            0.024112,             0.68824,             0.64168,             0.73538,             0.44407,            0.043228,            0.022362,            0.017578,           0.0042976,           0.0042976,           0.0042976
                 578,            0.052514,             0.04406,            0.024851,             0.73656,             0.62912,              0.7322,             0.44211,             0.04378,            0.022335,            0.017601,           0.0042877,           0.0042877,           0.0042877
                 579,            0.051229,            0.052601,            0.024235,             0.78482,             0.59589,             0.72528,             0.42259,            0.044489,            0.022453,            0.017559,           0.0042778,           0.0042778,           0.0042778
                 580,            0.052482,            0.048568,            0.025304,             0.77562,              0.6225,             0.73709,             0.45126,            0.043835,            0.022408,            0.017597,           0.0042679,           0.0042679,           0.0042679
                 581,            0.050846,            0.048238,            0.025262,             0.79395,             0.59953,              0.7308,             0.43085,            0.043236,             0.02224,            0.017563,            0.004258,            0.004258,            0.004258
                 582,            0.052198,            0.049451,            0.024016,             0.77879,             0.59192,             0.71414,             0.40228,            0.045247,            0.022327,            0.017582,           0.0042481,           0.0042481,           0.0042481
                 583,            0.051431,            0.046504,             0.02581,             0.77528,              0.6037,             0.72479,               0.439,            0.043474,            0.022293,            0.017609,           0.0042382,           0.0042382,           0.0042382
                 584,            0.051219,            0.054923,            0.024418,             0.76647,             0.63379,             0.72597,             0.42894,            0.044271,            0.022377,            0.017487,           0.0042283,           0.0042283,           0.0042283
                 585,            0.051302,             0.05114,            0.025048,             0.78326,             0.63832,              0.7386,              0.4594,            0.043054,            0.022457,            0.017403,           0.0042184,           0.0042184,           0.0042184
                 586,            0.051954,            0.053341,            0.023883,             0.74539,             0.62733,             0.71613,             0.41967,             0.04558,            0.022758,             0.01738,           0.0042085,           0.0042085,           0.0042085
                 587,            0.051357,            0.045386,            0.024906,             0.76193,             0.63566,             0.73321,             0.46153,            0.042946,             0.02235,             0.01738,           0.0041986,           0.0041986,           0.0041986
                 588,             0.05056,            0.051141,            0.023928,             0.75997,             0.64973,             0.73427,             0.44824,             0.04277,            0.022144,            0.017361,           0.0041887,           0.0041887,           0.0041887
                 589,            0.050668,            0.048872,            0.023275,             0.77122,             0.63114,             0.73282,             0.45199,             0.04326,            0.022507,             0.01733,           0.0041788,           0.0041788,           0.0041788
                 590,            0.053874,            0.050691,            0.025457,             0.77338,             0.63317,             0.71998,             0.45384,            0.044891,            0.022408,            0.017403,           0.0041689,           0.0041689,           0.0041689
                 591,            0.052422,            0.049254,            0.024451,             0.79445,             0.64826,             0.73781,             0.44502,            0.043742,            0.022259,            0.017406,            0.004159,            0.004159,            0.004159
                 592,            0.052317,            0.046997,             0.02417,             0.77727,             0.65993,             0.75058,             0.46648,            0.043362,            0.022358,            0.017384,           0.0041491,           0.0041491,           0.0041491
                 593,            0.052263,            0.048095,            0.024283,             0.77569,             0.65716,             0.74353,             0.42432,            0.044962,            0.022549,            0.017307,           0.0041392,           0.0041392,           0.0041392
                 594,            0.050111,            0.043311,            0.024775,             0.75945,              0.6312,             0.73574,             0.43907,            0.043762,            0.022507,            0.017471,           0.0041293,           0.0041293,           0.0041293
                 595,            0.050992,            0.052774,            0.022546,             0.74992,             0.65878,             0.74198,             0.45305,            0.043274,             0.02227,             0.01741,           0.0041194,           0.0041194,           0.0041194
                 596,            0.052858,            0.053929,            0.024348,             0.73978,             0.65184,             0.73651,             0.43186,            0.044512,            0.022236,            0.017384,           0.0041095,           0.0041095,           0.0041095
                 597,            0.050972,             0.05193,            0.023985,             0.73336,             0.64828,              0.7338,             0.42888,            0.043638,            0.022518,            0.017269,           0.0040996,           0.0040996,           0.0040996
                 598,            0.050706,            0.051624,            0.023558,             0.75356,             0.64729,             0.73841,             0.45373,            0.042721,            0.022209,            0.017246,           0.0040897,           0.0040897,           0.0040897
                 599,            0.050801,            0.046331,            0.025679,             0.76952,             0.62528,             0.73445,             0.42807,            0.043222,            0.022205,            0.017075,           0.0040798,           0.0040798,           0.0040798
                 600,            0.052037,            0.048701,            0.023174,             0.75927,             0.64759,             0.74088,             0.45849,            0.042833,            0.022106,            0.017014,           0.0040699,           0.0040699,           0.0040699
                 601,            0.053733,            0.052098,            0.023847,               0.769,             0.63409,             0.72982,             0.43192,             0.04515,            0.022465,            0.016987,             0.00406,             0.00406,             0.00406
                 602,             0.05098,            0.052453,            0.023453,             0.74826,             0.67303,             0.74781,             0.46723,            0.042601,            0.022411,            0.017063,           0.0040501,           0.0040501,           0.0040501
                 603,            0.049832,            0.055655,            0.023233,             0.77158,             0.65735,              0.7402,             0.44398,            0.043621,            0.022457,            0.017113,           0.0040402,           0.0040402,           0.0040402
                 604,            0.052718,            0.055634,            0.024653,             0.76497,             0.66262,             0.75043,             0.46629,            0.042685,            0.022228,            0.017223,           0.0040303,           0.0040303,           0.0040303
                 605,            0.051043,            0.051761,            0.026077,             0.78849,             0.64417,             0.74529,               0.453,            0.042715,            0.022148,            0.017223,           0.0040204,           0.0040204,           0.0040204
                 606,            0.050635,            0.046831,            0.026712,             0.79869,             0.64745,             0.74986,             0.47001,            0.042745,            0.022041,            0.017189,           0.0040105,           0.0040105,           0.0040105
                 607,            0.050512,            0.045025,            0.024196,             0.80154,              0.6396,             0.74838,              0.4424,            0.044018,            0.022121,            0.017166,           0.0040006,           0.0040006,           0.0040006
                 608,            0.051332,            0.051211,            0.023454,             0.81204,               0.631,             0.75112,             0.47345,            0.041823,              0.0219,            0.017204,           0.0039907,           0.0039907,           0.0039907
                 609,            0.049905,            0.047117,            0.024541,             0.80746,             0.62557,             0.73231,             0.46367,            0.043243,            0.021881,            0.017151,           0.0039808,           0.0039808,           0.0039808
                 610,            0.050381,            0.047437,            0.023272,             0.77499,              0.6407,             0.72755,             0.45095,            0.043609,            0.021881,            0.017029,           0.0039709,           0.0039709,           0.0039709
                 611,            0.050986,            0.043395,            0.024999,             0.78664,             0.65003,             0.75042,             0.46465,            0.043021,            0.022106,            0.016926,            0.003961,            0.003961,            0.003961
                 612,            0.048474,            0.052617,            0.021431,             0.77781,             0.66241,             0.76244,             0.48085,            0.041611,            0.021912,              0.0168,           0.0039511,           0.0039511,           0.0039511
                 613,            0.050767,            0.048759,            0.023627,             0.76243,             0.66222,             0.75386,             0.45722,              0.0435,            0.021965,              0.0168,           0.0039412,           0.0039412,           0.0039412
                 614,            0.049711,            0.051926,            0.024384,             0.76575,             0.66829,             0.76321,             0.45605,            0.042782,             0.02206,            0.016796,           0.0039313,           0.0039313,           0.0039313
                 615,            0.050886,            0.046875,            0.025699,             0.74542,             0.68366,             0.75077,             0.46428,            0.043024,             0.02211,            0.016808,           0.0039214,           0.0039214,           0.0039214
                 616,            0.052057,            0.050692,            0.024139,             0.76504,             0.67156,             0.75503,              0.4586,            0.043296,            0.021992,            0.016781,           0.0039115,           0.0039115,           0.0039115
                 617,            0.051266,            0.047193,             0.02477,              0.7734,             0.66881,             0.75932,             0.47226,            0.042436,            0.021832,            0.016685,           0.0039016,           0.0039016,           0.0039016
                 618,            0.051536,            0.046351,            0.023424,             0.75569,             0.66538,             0.74481,              0.4649,            0.043501,            0.021755,            0.016674,           0.0038917,           0.0038917,           0.0038917
                 619,            0.050612,            0.043715,              0.0256,             0.77331,              0.6773,             0.76072,             0.46723,             0.04229,            0.021824,            0.016727,           0.0038818,           0.0038818,           0.0038818
                 620,            0.049995,            0.043954,            0.022354,             0.74162,              0.6781,             0.75067,             0.46574,            0.043353,            0.021797,            0.016708,           0.0038719,           0.0038719,           0.0038719
                 621,            0.051117,            0.051235,            0.024904,             0.74255,              0.6692,             0.75292,             0.45582,            0.042674,            0.021805,            0.016479,            0.003862,            0.003862,            0.003862
                 622,            0.051871,            0.051976,            0.024017,             0.75474,             0.65998,             0.75663,               0.473,            0.041844,            0.021851,             0.01638,           0.0038521,           0.0038521,           0.0038521
                 623,            0.051285,            0.045127,             0.02584,             0.77583,              0.6405,             0.74383,             0.45479,            0.042948,            0.021858,            0.016327,           0.0038422,           0.0038422,           0.0038422
                 624,             0.05001,            0.051117,            0.022033,             0.75481,             0.67033,             0.75233,             0.46531,            0.042546,            0.021736,            0.016277,           0.0038323,           0.0038323,           0.0038323
                 625,            0.054981,             0.05574,            0.021328,             0.73991,             0.66801,             0.74403,             0.45924,            0.043008,            0.022087,            0.016235,           0.0038224,           0.0038224,           0.0038224
                 626,            0.051211,             0.05141,            0.024347,             0.68518,              0.7016,             0.74323,             0.44542,             0.04475,             0.02253,            0.016209,           0.0038125,           0.0038125,           0.0038125
                 627,            0.049665,            0.053032,            0.023658,             0.70148,             0.69361,              0.7505,             0.47187,            0.041366,            0.022175,             0.01619,           0.0038026,           0.0038026,           0.0038026
                 628,            0.050304,              0.0495,            0.023992,              0.7361,               0.697,             0.75741,             0.44508,            0.042821,            0.022095,             0.01622,           0.0037927,           0.0037927,           0.0037927
                 629,            0.053189,            0.061686,            0.022966,             0.80719,             0.65724,             0.75558,             0.44931,            0.042266,            0.022148,            0.016117,           0.0037828,           0.0037828,           0.0037828
                 630,            0.049937,            0.047239,            0.022931,             0.78268,             0.66938,             0.76287,              0.4704,            0.041588,            0.022236,            0.016102,           0.0037729,           0.0037729,           0.0037729
                 631,            0.049715,            0.053114,            0.021284,             0.76698,              0.6647,             0.75539,             0.44117,            0.043021,            0.022179,            0.016094,            0.003763,            0.003763,            0.003763
                 632,            0.052377,            0.047117,            0.023033,             0.75137,             0.67147,             0.75733,             0.45521,            0.043259,            0.022003,            0.016125,           0.0037531,           0.0037531,           0.0037531
                 633,            0.050967,            0.048227,            0.022018,               0.773,               0.687,             0.76464,             0.45172,            0.042676,            0.022041,            0.016026,           0.0037432,           0.0037432,           0.0037432
                 634,            0.053916,            0.050742,            0.022841,             0.74612,             0.69451,             0.76169,             0.46055,            0.042537,            0.022076,            0.015968,           0.0037333,           0.0037333,           0.0037333
                 635,            0.052035,            0.049163,            0.021473,             0.76896,              0.6974,             0.76618,             0.44969,            0.043794,            0.022266,            0.015854,           0.0037234,           0.0037234,           0.0037234
                 636,            0.052472,            0.047914,            0.023224,             0.79015,              0.6718,             0.76132,             0.45868,            0.042693,            0.022133,            0.015881,           0.0037135,           0.0037135,           0.0037135
                 637,            0.051814,            0.050416,            0.024989,             0.78541,             0.67494,             0.76411,             0.43946,            0.044191,            0.022266,            0.015835,           0.0037036,           0.0037036,           0.0037036
                 638,            0.048985,            0.051443,            0.022734,             0.78592,             0.67541,             0.76846,             0.48166,            0.041651,             0.02198,            0.015862,           0.0036937,           0.0036937,           0.0036937
                 639,            0.050596,            0.054607,             0.02437,             0.78981,             0.67679,             0.76765,             0.45448,            0.043351,            0.022202,            0.015835,           0.0036838,           0.0036838,           0.0036838
                 640,            0.053742,            0.052426,            0.022668,             0.82727,             0.63705,             0.76682,             0.48484,            0.041575,            0.022167,            0.015915,           0.0036739,           0.0036739,           0.0036739
                 641,            0.050506,            0.047219,            0.024261,             0.79426,             0.65668,              0.7587,             0.46539,            0.043784,             0.02179,            0.016041,            0.003664,            0.003664,            0.003664
                 642,            0.051106,            0.051265,            0.022605,             0.81986,             0.64366,             0.76275,             0.47682,            0.041772,            0.021709,            0.016045,           0.0036541,           0.0036541,           0.0036541
                 643,            0.050499,            0.059958,            0.022354,             0.78514,             0.65283,             0.76102,             0.47363,             0.04272,            0.021866,            0.015938,           0.0036442,           0.0036442,           0.0036442
                 644,            0.050191,            0.054633,            0.022916,             0.79516,             0.65067,             0.76434,             0.48513,            0.041417,            0.022083,            0.015934,           0.0036343,           0.0036343,           0.0036343
                 645,            0.049268,            0.049964,            0.019974,             0.80201,             0.64578,             0.76001,             0.48331,            0.042363,            0.021835,            0.015888,           0.0036244,           0.0036244,           0.0036244
                 646,            0.050809,             0.04577,            0.021864,             0.76835,             0.66182,             0.75666,             0.46636,             0.04238,            0.021603,            0.015949,           0.0036145,           0.0036145,           0.0036145
                 647,            0.050947,            0.049227,            0.023535,             0.77882,             0.67167,              0.7647,             0.48974,            0.041522,            0.021805,            0.016079,           0.0036046,           0.0036046,           0.0036046
                 648,            0.050474,            0.046263,            0.023561,              0.7805,              0.6693,             0.76109,             0.48096,            0.041695,            0.021606,            0.015926,           0.0035947,           0.0035947,           0.0035947
                 649,            0.048644,            0.044873,            0.023022,             0.78343,             0.67799,             0.76457,             0.48297,            0.041479,            0.021507,            0.015839,           0.0035848,           0.0035848,           0.0035848
                 650,             0.05004,            0.052536,            0.024669,             0.79343,             0.67725,             0.76431,             0.48858,            0.040951,            0.021683,            0.015854,           0.0035749,           0.0035749,           0.0035749
                 651,            0.051303,            0.054228,            0.023698,             0.77669,             0.68212,             0.76708,             0.47121,            0.042276,            0.021854,            0.015869,            0.003565,            0.003565,            0.003565
                 652,             0.05001,            0.047307,            0.022781,             0.78176,             0.66395,             0.75977,             0.47968,            0.041596,            0.021465,            0.015873,           0.0035551,           0.0035551,           0.0035551
                 653,            0.048985,            0.051283,            0.022186,             0.76111,             0.66755,             0.76002,             0.46732,            0.041952,            0.021587,              0.0158,           0.0035452,           0.0035452,           0.0035452
                 654,             0.05047,            0.044928,            0.023783,             0.80822,             0.65699,             0.77101,             0.49143,             0.04107,            0.021542,            0.015766,           0.0035353,           0.0035353,           0.0035353
                 655,            0.050669,            0.052987,            0.023056,             0.80126,             0.66564,             0.77042,             0.46964,            0.041686,            0.021702,            0.015694,           0.0035254,           0.0035254,           0.0035254
                 656,            0.048677,            0.052799,            0.022167,             0.80085,             0.67214,             0.76751,             0.45684,            0.043462,            0.021694,            0.015545,           0.0035155,           0.0035155,           0.0035155
                 657,            0.052125,            0.041361,            0.022027,             0.81069,              0.6748,              0.7729,             0.48675,            0.041485,             0.02166,            0.015556,           0.0035056,           0.0035056,           0.0035056
                 658,            0.050509,            0.054667,            0.022975,             0.80033,             0.64566,             0.76241,             0.40821,            0.047187,            0.022282,            0.015537,           0.0034957,           0.0034957,           0.0034957
                 659,            0.051851,            0.052051,            0.022061,             0.80698,              0.6727,             0.77118,             0.47685,            0.041523,            0.021969,            0.015564,           0.0034858,           0.0034858,           0.0034858
                 660,            0.049163,            0.047242,            0.023987,             0.80892,              0.6596,             0.76181,             0.45414,            0.043329,            0.021843,            0.015541,           0.0034759,           0.0034759,           0.0034759
                 661,            0.050095,            0.052355,            0.023449,             0.82636,             0.65856,             0.77229,              0.4707,            0.042264,            0.021778,            0.015457,            0.003466,            0.003466,            0.003466
                 662,            0.050204,            0.048798,            0.023976,             0.83323,             0.66213,             0.77223,             0.48879,            0.041233,            0.021954,            0.015411,           0.0034561,           0.0034561,           0.0034561
                 663,            0.047468,            0.045124,            0.022927,             0.82647,             0.66575,             0.77683,             0.48289,            0.041292,             0.02187,            0.015339,           0.0034462,           0.0034462,           0.0034462
                 664,            0.049273,             0.05156,            0.022164,             0.81145,             0.66706,             0.76687,              0.4658,            0.043043,            0.021992,            0.015259,           0.0034363,           0.0034363,           0.0034363
                 665,            0.052977,            0.053947,            0.022338,             0.80131,             0.67867,             0.76634,             0.48029,            0.041856,            0.022316,            0.015244,           0.0034264,           0.0034264,           0.0034264
