               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 190,            0.069379,            0.061795,            0.052322,             0.77801,             0.19281,             0.22742,            0.096997,            0.063982,            0.029388,            0.046783,           0.0081289,           0.0081289,           0.0081289
                 191,            0.066771,            0.059108,            0.052437,              0.7292,             0.19933,             0.23751,              0.1024,            0.060374,            0.029106,            0.046974,            0.008119,            0.008119,            0.008119
                 192,             0.06635,            0.065711,            0.054046,             0.75092,             0.18363,             0.22918,            0.091931,            0.063726,            0.029243,             0.04705,           0.0081091,           0.0081091,           0.0081091
                 193,            0.064708,            0.063139,            0.049692,              0.7086,               0.199,             0.23298,             0.10413,            0.058511,            0.029701,            0.047333,           0.0080992,           0.0080992,           0.0080992
                 194,            0.065888,             0.05524,            0.050972,             0.74544,             0.20287,              0.2392,            0.097428,            0.060727,            0.028557,            0.046631,           0.0080893,           0.0080893,           0.0080893
                 195,            0.064809,            0.054537,             0.05222,             0.75653,             0.20224,             0.24716,             0.10576,            0.062249,            0.029785,            0.046997,           0.0080794,           0.0080794,           0.0080794
                 196,            0.066103,            0.061042,            0.052583,             0.74148,             0.21217,             0.25739,             0.12048,            0.059272,            0.029884,            0.046448,           0.0080695,           0.0080695,           0.0080695
                 197,            0.063936,            0.060507,            0.049926,             0.70467,             0.20831,             0.26721,             0.12649,            0.058176,            0.028976,            0.046379,           0.0080596,           0.0080596,           0.0080596
                 198,            0.066303,            0.066936,            0.050772,              0.7109,             0.21605,              0.2462,            0.092023,            0.063339,            0.029472,            0.045761,           0.0080497,           0.0080497,           0.0080497
                 199,            0.068203,            0.060027,            0.051517,             0.72146,             0.21419,             0.26246,             0.12381,            0.059276,            0.029259,            0.046097,           0.0080398,           0.0080398,           0.0080398
                 200,            0.065755,            0.062319,            0.048059,             0.71028,             0.22347,             0.28887,             0.12581,            0.059325,            0.028511,             0.04586,           0.0080299,           0.0080299,           0.0080299
                 201,            0.064573,            0.058997,            0.049087,             0.70744,             0.22402,             0.26163,             0.11687,            0.060412,            0.028481,            0.045784,             0.00802,             0.00802,             0.00802
                 202,            0.065249,             0.05835,            0.051503,             0.72698,             0.19238,             0.23325,            0.093081,            0.062223,             0.02845,            0.045258,           0.0080101,           0.0080101,           0.0080101
                 203,            0.065191,            0.062388,            0.048124,              0.7207,             0.21176,             0.25057,             0.11949,             0.05909,            0.028389,            0.045227,           0.0080002,           0.0080002,           0.0080002
                 204,            0.063069,            0.060461,            0.052588,             0.73002,             0.20012,             0.23738,             0.09595,            0.060918,            0.027878,            0.044937,           0.0079903,           0.0079903,           0.0079903
                 205,            0.065497,            0.058518,             0.04941,             0.74369,             0.21826,             0.27694,             0.13039,            0.057755,            0.028465,            0.045029,           0.0079804,           0.0079804,           0.0079804
                 206,             0.06565,            0.058126,            0.049361,             0.71467,             0.21028,              0.2577,             0.11012,            0.059754,            0.028122,            0.044563,           0.0079705,           0.0079705,           0.0079705
                 207,            0.063546,            0.057516,            0.049732,             0.74642,             0.21117,             0.27835,             0.12414,            0.059905,            0.028267,            0.044655,           0.0079606,           0.0079606,           0.0079606
                 208,            0.063961,            0.057963,            0.046401,             0.81162,             0.19859,             0.29227,             0.13588,            0.059777,            0.027771,            0.044029,           0.0079507,           0.0079507,           0.0079507
                 209,            0.064059,            0.061518,            0.051176,             0.75014,             0.23221,              0.3053,             0.14268,            0.059285,            0.028664,             0.04406,           0.0079408,           0.0079408,           0.0079408
                 210,            0.066178,            0.056181,            0.051324,             0.77453,             0.21684,             0.31574,             0.15553,            0.058804,            0.028831,            0.043854,           0.0079309,           0.0079309,           0.0079309
                 211,            0.061947,            0.060944,            0.046957,             0.80413,             0.22827,             0.30323,             0.13601,            0.056948,            0.028969,            0.043709,            0.007921,            0.007921,            0.007921
                 212,            0.062946,            0.065372,             0.04873,             0.72964,             0.22036,             0.26982,             0.10629,            0.061941,            0.029053,            0.043488,           0.0079111,           0.0079111,           0.0079111
                 213,            0.063666,             0.06014,            0.049809,             0.73846,             0.22943,             0.28807,             0.13948,             0.05769,            0.028389,            0.043526,           0.0079012,           0.0079012,           0.0079012
                 214,            0.063222,            0.057603,            0.049593,             0.72175,             0.23647,             0.26209,             0.11413,            0.060466,            0.028206,            0.043411,           0.0078913,           0.0078913,           0.0078913
                 215,            0.061858,            0.057374,            0.048918,             0.73877,             0.23463,             0.29084,             0.13975,            0.057776,            0.028481,            0.043724,           0.0078814,           0.0078814,           0.0078814
                 216,            0.063161,            0.065628,            0.047654,             0.70882,             0.23165,              0.2805,             0.12833,            0.059941,            0.028099,            0.043488,           0.0078715,           0.0078715,           0.0078715
                 217,            0.060579,            0.055745,            0.050133,             0.71395,             0.25402,             0.31335,             0.14733,            0.057734,            0.027557,            0.043198,           0.0078616,           0.0078616,           0.0078616
                 218,            0.064057,            0.056198,            0.049698,             0.74009,             0.23539,              0.3104,             0.14216,            0.059466,            0.028046,            0.043167,           0.0078517,           0.0078517,           0.0078517
                 219,            0.062366,            0.057807,            0.045458,             0.77727,             0.24007,             0.29115,             0.12394,            0.057719,            0.027657,            0.042953,           0.0078418,           0.0078418,           0.0078418
                 220,            0.064804,            0.062344,            0.046615,             0.75954,             0.24212,             0.30974,             0.13852,            0.060398,            0.027138,            0.042503,           0.0078319,           0.0078319,           0.0078319
                 221,            0.066995,            0.062848,             0.04897,             0.78967,             0.24658,             0.30307,               0.133,             0.05892,            0.027878,            0.042389,            0.007822,            0.007822,            0.007822
                 222,            0.063578,            0.063608,            0.044712,              0.7628,             0.22707,             0.28651,              0.1286,            0.060109,            0.028152,            0.041992,           0.0078121,           0.0078121,           0.0078121
                 223,            0.062526,            0.065949,            0.046653,             0.76641,             0.22396,             0.29402,             0.13054,            0.061445,             0.02803,            0.042122,           0.0078022,           0.0078022,           0.0078022
                 224,            0.062377,            0.057532,            0.049686,             0.80723,             0.22117,              0.3074,             0.15213,            0.056912,             0.02771,               0.042,           0.0077923,           0.0077923,           0.0077923
                 225,            0.062631,            0.062926,            0.046655,             0.75085,             0.23828,             0.29894,             0.13865,            0.057878,            0.027649,            0.042061,           0.0077824,           0.0077824,           0.0077824
                 226,            0.064326,             0.06161,            0.049658,             0.78103,             0.21079,             0.30253,             0.14715,            0.060512,            0.027733,            0.042107,           0.0077725,           0.0077725,           0.0077725
                 227,            0.060393,            0.054694,            0.048261,             0.76802,             0.25158,             0.32981,             0.15516,            0.057763,            0.028008,            0.042259,           0.0077626,           0.0077626,           0.0077626
                 228,            0.062377,            0.062435,            0.048295,             0.76217,             0.23551,             0.33017,             0.13973,            0.057561,            0.027863,            0.041527,           0.0077527,           0.0077527,           0.0077527
                 229,            0.063776,            0.062622,            0.044913,             0.73259,             0.23672,             0.29754,             0.12707,            0.058155,            0.028046,            0.041359,           0.0077428,           0.0077428,           0.0077428
                 230,             0.06242,            0.066423,            0.046909,             0.72033,             0.24871,             0.31609,             0.12698,            0.060932,            0.027809,            0.040993,           0.0077329,           0.0077329,           0.0077329
                 231,            0.064871,            0.059761,            0.049781,             0.68154,             0.30487,              0.3491,             0.16041,              0.0558,            0.027962,            0.041313,            0.007723,            0.007723,            0.007723
                 232,            0.062547,              0.0579,            0.045403,             0.70381,             0.24069,             0.33464,             0.14259,            0.058721,            0.027382,            0.040894,           0.0077131,           0.0077131,           0.0077131
                 233,              0.0647,             0.06158,            0.046367,             0.78493,              0.2182,             0.32959,             0.15153,            0.056385,            0.027954,            0.041283,           0.0077032,           0.0077032,           0.0077032
                 234,            0.060862,            0.060368,            0.043855,             0.70499,             0.27329,             0.35573,             0.15411,            0.056683,            0.027779,            0.040588,           0.0076933,           0.0076933,           0.0076933
                 235,             0.06274,            0.057673,            0.044839,             0.71651,             0.26899,             0.34814,             0.16765,            0.055767,            0.027908,            0.040802,           0.0076834,           0.0076834,           0.0076834
                 236,            0.063762,            0.061148,            0.047321,               0.694,             0.27137,             0.33419,             0.14552,            0.058805,            0.028664,            0.040886,           0.0076735,           0.0076735,           0.0076735
                 237,            0.063728,            0.068048,            0.045509,             0.68692,             0.29176,             0.34105,              0.1512,            0.056431,            0.028183,            0.040756,           0.0076636,           0.0076636,           0.0076636
                 238,            0.063361,            0.055366,            0.043723,             0.70739,             0.24925,             0.34226,             0.15743,            0.059319,            0.027512,            0.040192,           0.0076537,           0.0076537,           0.0076537
                 239,            0.063589,            0.065263,              0.0466,             0.68882,             0.26998,             0.35569,             0.17116,            0.056478,            0.027527,            0.040298,           0.0076438,           0.0076438,           0.0076438
                 240,            0.062439,            0.057635,            0.047736,             0.77936,             0.23713,             0.34914,             0.16248,             0.05766,            0.027397,            0.040199,           0.0076339,           0.0076339,           0.0076339
                 241,              0.0603,             0.06041,            0.048009,             0.77327,              0.2626,             0.34291,             0.16844,            0.055626,            0.028091,            0.040062,            0.007624,            0.007624,            0.007624
                 242,            0.061612,            0.058101,            0.043897,             0.74326,             0.27748,             0.38131,             0.18751,            0.057538,            0.026978,            0.039688,           0.0076141,           0.0076141,           0.0076141
                 243,            0.062884,            0.057311,            0.048512,             0.76568,             0.29651,             0.37732,             0.16969,            0.058945,            0.027428,             0.03997,           0.0076042,           0.0076042,           0.0076042
                 244,            0.060926,            0.060187,            0.047189,             0.77674,             0.26917,               0.377,             0.17259,              0.0566,            0.027519,            0.039825,           0.0075943,           0.0075943,           0.0075943
                 245,            0.063197,            0.060029,            0.044608,             0.73326,             0.27477,             0.38319,             0.17634,            0.055914,             0.02758,            0.039459,           0.0075844,           0.0075844,           0.0075844
                 246,            0.063801,             0.05816,            0.041725,             0.76161,             0.27938,             0.39349,             0.18445,            0.056049,            0.027817,            0.039116,           0.0075745,           0.0075745,           0.0075745
                 247,              0.0627,            0.057128,             0.04668,              0.7648,             0.29542,             0.41571,             0.20125,            0.055798,            0.027336,            0.038811,           0.0075646,           0.0075646,           0.0075646
                 248,            0.061251,            0.060532,            0.043707,             0.76313,             0.29226,             0.41547,              0.2044,            0.054893,            0.028145,            0.038742,           0.0075547,           0.0075547,           0.0075547
                 249,            0.061321,            0.067294,            0.044971,             0.73882,             0.28246,             0.36704,              0.1768,            0.057205,            0.027992,             0.03891,           0.0075448,           0.0075448,           0.0075448
                 250,            0.063108,            0.056007,            0.043632,             0.72289,             0.26581,             0.35037,             0.14733,            0.057848,            0.027687,            0.039192,           0.0075349,           0.0075349,           0.0075349
                 251,            0.060252,            0.058915,            0.043138,             0.80434,             0.25806,             0.35755,             0.16575,            0.057085,            0.027611,            0.039032,            0.007525,            0.007525,            0.007525
                 252,            0.062608,            0.057954,            0.044932,             0.79999,              0.2606,             0.36887,             0.17748,            0.057398,            0.026634,            0.038315,           0.0075151,           0.0075151,           0.0075151
                 253,            0.063324,            0.053024,            0.044941,             0.81293,             0.23883,             0.36796,             0.17846,            0.057394,            0.027122,            0.038681,           0.0075052,           0.0075052,           0.0075052
                 254,            0.059886,            0.062473,             0.04347,              0.7846,             0.26847,             0.39925,             0.18031,            0.054764,            0.027306,              0.0383,           0.0074953,           0.0074953,           0.0074953
                 255,            0.060001,            0.061189,            0.043829,             0.78321,             0.26089,             0.39877,             0.18799,            0.055366,            0.026794,            0.038399,           0.0074854,           0.0074854,           0.0074854
                 256,            0.061006,            0.055497,            0.045156,             0.79308,             0.28074,             0.40795,             0.18681,            0.059458,            0.026367,            0.037666,           0.0074755,           0.0074755,           0.0074755
                 257,            0.062741,            0.053063,            0.045446,             0.76493,             0.29074,              0.4003,              0.1955,            0.054702,            0.027023,            0.037895,           0.0074656,           0.0074656,           0.0074656
                 258,            0.059058,            0.052711,            0.042639,             0.77438,             0.28943,             0.40479,             0.18372,            0.055398,            0.026939,            0.037735,           0.0074557,           0.0074557,           0.0074557
                 259,            0.062505,            0.057731,            0.046006,             0.79631,              0.2722,             0.41912,             0.20301,             0.05539,            0.026863,            0.037659,           0.0074458,           0.0074458,           0.0074458
                 260,            0.061112,            0.060981,            0.044712,             0.70719,               0.318,             0.41158,             0.18731,            0.057275,            0.026543,             0.03746,           0.0074359,           0.0074359,           0.0074359
                 261,            0.062184,            0.059823,            0.044284,             0.73249,             0.30467,             0.41507,             0.20689,            0.055496,             0.02655,            0.037422,            0.007426,            0.007426,            0.007426
                 262,            0.063517,            0.057849,             0.04259,             0.79352,              0.2612,             0.40062,              0.1705,            0.057514,            0.026703,            0.037422,           0.0074161,           0.0074161,           0.0074161
                 263,            0.061736,            0.057887,            0.044946,             0.67466,              0.3193,             0.41444,             0.18066,            0.056502,            0.026619,            0.037102,           0.0074062,           0.0074062,           0.0074062
                 264,            0.061914,            0.051808,            0.043122,             0.71563,             0.32483,             0.40185,             0.20067,            0.054986,            0.026741,            0.037193,           0.0073963,           0.0073963,           0.0073963
                 265,            0.061037,            0.056132,            0.043143,             0.69514,             0.31852,              0.3976,              0.1833,             0.05495,            0.026665,            0.037254,           0.0073864,           0.0073864,           0.0073864
                 266,            0.060671,            0.057159,            0.044014,              0.7078,             0.34258,             0.41087,             0.21144,            0.053388,            0.027306,            0.036972,           0.0073765,           0.0073765,           0.0073765
                 267,            0.059834,            0.060151,            0.042828,             0.68837,             0.33378,             0.38165,             0.18228,             0.05582,            0.026932,            0.037109,           0.0073666,           0.0073666,           0.0073666
                 268,            0.060667,             0.06357,            0.041601,             0.71102,             0.33302,             0.40847,             0.19125,            0.054547,            0.026817,            0.036736,           0.0073567,           0.0073567,           0.0073567
                 269,            0.061553,            0.058981,            0.040214,             0.67329,             0.35171,             0.40286,             0.18367,            0.057118,            0.026535,            0.036247,           0.0073468,           0.0073468,           0.0073468
                 270,            0.061215,            0.060808,            0.041935,             0.71103,             0.34185,             0.44826,             0.22912,            0.053318,            0.027229,            0.035973,           0.0073369,           0.0073369,           0.0073369
                 271,             0.06197,            0.051759,            0.042371,             0.71484,             0.32658,               0.408,             0.18823,            0.055344,            0.026321,            0.035995,            0.007327,            0.007327,            0.007327
                 272,            0.059486,            0.054122,            0.042464,             0.72112,             0.33466,              0.4419,             0.23557,            0.054032,            0.026703,            0.036026,           0.0073171,           0.0073171,           0.0073171
                 273,            0.060224,            0.061039,            0.039991,             0.68744,              0.3553,             0.44552,             0.21543,            0.054003,            0.026497,            0.035957,           0.0073072,           0.0073072,           0.0073072
                 274,            0.059403,            0.052932,            0.040636,              0.6892,             0.36287,             0.41274,             0.21809,            0.053746,            0.026299,            0.035782,           0.0072973,           0.0072973,           0.0072973
                 275,            0.061431,            0.053567,            0.042102,             0.68424,             0.34277,             0.38206,             0.19517,            0.054776,            0.026649,            0.035706,           0.0072874,           0.0072874,           0.0072874
                 276,            0.060435,            0.055087,            0.041306,              0.6933,             0.34656,             0.42038,              0.2235,            0.054209,            0.026131,            0.035469,           0.0072775,           0.0072775,           0.0072775
                 277,            0.059942,            0.056472,            0.040569,             0.67178,             0.35876,             0.41202,             0.20154,            0.055988,            0.026245,            0.035141,           0.0072676,           0.0072676,           0.0072676
                 278,            0.059114,            0.053906,            0.042374,              0.7339,             0.33675,             0.42008,             0.21278,            0.053733,            0.026237,            0.035149,           0.0072577,           0.0072577,           0.0072577
                 279,            0.061125,            0.049862,            0.041213,             0.73313,              0.3477,             0.43602,             0.23312,            0.054368,            0.026115,            0.035034,           0.0072478,           0.0072478,           0.0072478
                 280,            0.062326,            0.058338,            0.040468,             0.64847,             0.35862,             0.43618,              0.2332,            0.054903,              0.0261,            0.034752,           0.0072379,           0.0072379,           0.0072379
                 281,            0.060434,            0.057019,            0.042631,             0.66841,             0.35342,             0.41755,             0.21594,            0.057153,            0.026176,            0.034584,            0.007228,            0.007228,            0.007228
                 282,            0.060445,            0.052148,            0.039086,             0.71569,             0.34158,             0.42807,             0.23008,            0.053338,            0.025887,            0.034584,           0.0072181,           0.0072181,           0.0072181
                 283,            0.059385,            0.053232,            0.038862,             0.73718,             0.36351,             0.46532,             0.24507,            0.053126,            0.026398,            0.034416,           0.0072082,           0.0072082,           0.0072082
                 284,             0.06007,            0.056613,            0.041786,             0.70687,              0.3665,             0.45178,             0.21913,             0.05541,            0.026123,            0.034256,           0.0071983,           0.0071983,           0.0071983
                 285,            0.059822,            0.056419,            0.045071,             0.69998,             0.36629,             0.44541,             0.23492,            0.054413,            0.025944,            0.034401,           0.0071884,           0.0071884,           0.0071884
                 286,            0.061178,            0.063782,            0.038557,             0.69895,             0.36592,             0.44439,             0.21834,            0.054939,            0.025955,            0.034355,           0.0071785,           0.0071785,           0.0071785
                 287,            0.061961,            0.056349,            0.040804,             0.70682,             0.37462,             0.45587,             0.24335,            0.053877,            0.025654,            0.034386,           0.0071686,           0.0071686,           0.0071686
                 288,            0.062832,            0.060262,            0.038857,             0.70981,             0.35138,             0.44088,             0.21705,            0.054375,            0.025597,            0.034103,           0.0071587,           0.0071587,           0.0071587
                 289,            0.060607,            0.060281,            0.039243,             0.66707,             0.37647,             0.44717,             0.22793,            0.054356,            0.025795,            0.033943,           0.0071488,           0.0071488,           0.0071488
                 290,            0.060633,            0.057355,            0.041016,             0.73411,             0.35199,             0.45109,             0.23106,             0.05357,            0.026062,            0.034325,           0.0071389,           0.0071389,           0.0071389
                 291,            0.059357,            0.054359,            0.040172,             0.71039,              0.3717,             0.45694,             0.24478,            0.053812,            0.027069,            0.034668,            0.007129,            0.007129,            0.007129
                 292,              0.0586,            0.052522,            0.041428,             0.65679,             0.40085,             0.44121,             0.21785,            0.055306,            0.026291,            0.034187,           0.0071191,           0.0071191,           0.0071191
                 293,            0.060543,            0.058985,            0.040316,             0.63676,             0.39212,              0.4374,             0.20663,            0.054558,            0.025864,            0.034264,           0.0071092,           0.0071092,           0.0071092
                 294,            0.060204,            0.058082,            0.038989,              0.6198,             0.42301,             0.46634,             0.24534,              0.0527,            0.025597,            0.033974,           0.0070993,           0.0070993,           0.0070993
                 295,            0.060148,            0.059886,            0.039371,             0.63943,             0.40585,             0.46141,             0.23611,            0.054191,            0.025524,            0.034081,           0.0070894,           0.0070894,           0.0070894
                 296,            0.059915,            0.057264,            0.040259,             0.67265,             0.39888,             0.46725,              0.2552,            0.053831,            0.025349,             0.03363,           0.0070795,           0.0070795,           0.0070795
                 297,            0.060038,            0.052561,            0.039608,             0.63456,             0.38901,             0.43335,             0.22437,             0.05394,            0.025463,              0.0336,           0.0070696,           0.0070696,           0.0070696
                 298,            0.059908,             0.05904,            0.036981,             0.66744,             0.39432,             0.46683,             0.24381,             0.05334,             0.02549,            0.033684,           0.0070597,           0.0070597,           0.0070597
                 299,            0.059381,             0.05555,            0.037904,              0.6987,             0.34943,             0.45291,             0.23982,            0.053743,             0.02565,            0.033592,           0.0070498,           0.0070498,           0.0070498
                 300,            0.058516,            0.056138,            0.037557,             0.67328,             0.41707,             0.47635,             0.24753,            0.052595,            0.025719,            0.033333,           0.0070399,           0.0070399,           0.0070399
                 301,            0.059829,            0.055031,            0.038975,             0.67503,             0.39861,             0.47253,             0.24583,            0.052896,            0.025764,            0.033363,             0.00703,             0.00703,             0.00703
                 302,            0.060828,            0.057625,            0.038202,             0.69814,             0.38187,             0.46654,             0.24583,            0.054269,            0.025486,            0.033058,           0.0070201,           0.0070201,           0.0070201
                 303,            0.060516,            0.056519,            0.040874,             0.67956,             0.39786,              0.4726,             0.24868,            0.052237,            0.025169,            0.032913,           0.0070102,           0.0070102,           0.0070102
                 304,            0.059245,            0.059272,            0.038024,             0.70182,             0.37734,             0.44852,             0.22851,            0.055509,            0.025124,            0.032562,           0.0070003,           0.0070003,           0.0070003
                 305,            0.060391,            0.051558,            0.038384,              0.7343,               0.372,             0.46487,             0.24464,            0.052398,            0.025383,            0.032692,           0.0069904,           0.0069904,           0.0069904
                 306,            0.060561,            0.058012,            0.038527,             0.67176,             0.39213,             0.45955,             0.23903,            0.055495,            0.025707,            0.032463,           0.0069805,           0.0069805,           0.0069805
                 307,            0.059321,            0.051883,            0.038311,             0.69841,             0.41284,              0.4812,              0.2469,            0.054061,            0.025841,             0.03244,           0.0069706,           0.0069706,           0.0069706
                 308,            0.061474,            0.057409,            0.038502,             0.70266,             0.41601,             0.49554,             0.25563,            0.052822,            0.025543,            0.032242,           0.0069607,           0.0069607,           0.0069607
                 309,            0.059168,            0.053116,            0.039437,             0.68104,              0.3782,             0.45246,             0.22156,            0.052496,            0.025887,            0.032448,           0.0069508,           0.0069508,           0.0069508
                 310,            0.059854,            0.059993,            0.037843,             0.66425,             0.40967,             0.46784,              0.2356,            0.056157,            0.025612,            0.032013,           0.0069409,           0.0069409,           0.0069409
                 311,            0.060081,            0.052718,            0.036474,             0.73694,             0.39502,             0.49884,             0.25179,            0.052888,             0.02581,            0.032234,            0.006931,            0.006931,            0.006931
                 312,             0.06172,            0.062822,             0.03721,              0.6716,             0.41573,             0.46959,             0.24098,            0.056162,            0.025948,            0.031784,           0.0069211,           0.0069211,           0.0069211
                 313,            0.059441,            0.058749,            0.037262,             0.72548,             0.40934,             0.49729,             0.26526,            0.052063,            0.026146,            0.031662,           0.0069112,           0.0069112,           0.0069112
                 314,            0.059348,            0.061979,            0.035269,             0.69789,             0.40269,             0.46551,             0.23181,            0.055313,            0.025467,            0.031441,           0.0069013,           0.0069013,           0.0069013
                 315,             0.06036,            0.052029,            0.038781,             0.73442,              0.3925,             0.48138,             0.23989,            0.053387,            0.025463,            0.031868,           0.0068914,           0.0068914,           0.0068914
                 316,            0.059751,            0.052658,            0.036937,              0.7668,             0.41024,             0.49995,             0.26729,             0.05259,            0.025822,             0.03167,           0.0068815,           0.0068815,           0.0068815
                 317,            0.058788,            0.051947,            0.040487,             0.76244,             0.39088,             0.49369,             0.24109,            0.055157,            0.025482,            0.032089,           0.0068716,           0.0068716,           0.0068716
                 318,            0.061998,             0.05728,            0.037805,             0.76278,             0.40217,             0.49181,             0.25075,            0.053444,            0.025612,             0.03186,           0.0068617,           0.0068617,           0.0068617
                 319,            0.060657,            0.053718,            0.039303,             0.71296,             0.41121,             0.49614,             0.25373,            0.053426,            0.025795,            0.031891,           0.0068518,           0.0068518,           0.0068518
                 320,             0.05892,            0.060407,            0.035973,             0.65889,             0.39375,             0.43572,             0.19872,            0.054917,            0.025536,            0.031517,           0.0068419,           0.0068419,           0.0068419
                 321,             0.05891,            0.058714,            0.035985,             0.74023,             0.39206,             0.47191,              0.2328,            0.051607,            0.025696,            0.031677,            0.006832,            0.006832,            0.006832
                 322,            0.059729,            0.060106,            0.039667,             0.73948,             0.37725,              0.4515,             0.21627,            0.054837,            0.025291,            0.031265,           0.0068221,           0.0068221,           0.0068221
                 323,            0.059588,            0.055103,            0.038644,              0.6534,              0.4001,             0.47598,             0.25579,            0.051205,            0.026237,             0.03141,           0.0068122,           0.0068122,           0.0068122
                 324,            0.060131,            0.054367,            0.037202,             0.66631,             0.42573,             0.48712,             0.24024,            0.054444,            0.025597,            0.031158,           0.0068023,           0.0068023,           0.0068023
                 325,             0.05897,             0.05978,            0.038472,             0.69157,             0.42367,             0.49427,             0.27111,            0.052537,            0.025513,            0.031174,           0.0067924,           0.0067924,           0.0067924
                 326,            0.061961,            0.064106,            0.035704,             0.61265,             0.43208,             0.46254,             0.21227,            0.056702,            0.026276,            0.030869,           0.0067825,           0.0067825,           0.0067825
                 327,            0.059885,            0.059604,            0.037038,             0.68035,             0.42235,             0.50397,             0.26876,             0.05172,            0.025558,            0.030724,           0.0067726,           0.0067726,           0.0067726
                 328,             0.05832,            0.050764,            0.037541,             0.69169,             0.41194,             0.50841,             0.24731,            0.052322,            0.025276,            0.030838,           0.0067627,           0.0067627,           0.0067627
                 329,            0.060758,            0.058481,            0.034028,             0.66461,              0.4175,             0.49606,             0.24831,            0.055307,            0.025352,            0.030602,           0.0067528,           0.0067528,           0.0067528
                 330,            0.059432,            0.055047,             0.03559,              0.6862,             0.42558,             0.52133,             0.27271,            0.052738,             0.02544,             0.03051,           0.0067429,           0.0067429,           0.0067429
                 331,            0.057837,            0.059027,            0.039764,             0.68545,              0.4448,             0.53004,             0.28102,             0.05229,            0.025871,            0.030502,            0.006733,            0.006733,            0.006733
                 332,            0.057406,            0.052635,            0.037443,              0.7441,             0.43829,             0.52015,             0.27693,            0.052209,             0.02533,            0.030861,           0.0067231,           0.0067231,           0.0067231
                 333,            0.058983,            0.057067,            0.037857,             0.66659,             0.43607,             0.48589,             0.25307,            0.055152,            0.024952,            0.030746,           0.0067132,           0.0067132,           0.0067132
                 334,            0.061793,            0.058124,            0.036159,             0.71041,             0.43756,             0.51052,             0.27897,            0.052352,            0.025414,            0.030617,           0.0067033,           0.0067033,           0.0067033
                 335,            0.057035,            0.047232,             0.03594,             0.75423,             0.43122,             0.53534,             0.28722,            0.050249,             0.02536,            0.030716,           0.0066934,           0.0066934,           0.0066934
                 336,            0.056792,            0.052363,            0.037167,             0.66204,             0.41921,             0.48647,             0.24173,            0.052247,            0.025162,            0.030762,           0.0066835,           0.0066835,           0.0066835
                 337,             0.05816,              0.0616,            0.035085,              0.6858,             0.42658,             0.50827,             0.26658,            0.051252,            0.025856,            0.030136,           0.0066736,           0.0066736,           0.0066736
                 338,            0.057921,            0.053941,            0.037114,             0.72136,             0.40548,             0.51521,             0.26597,            0.051824,            0.025276,            0.029945,           0.0066637,           0.0066637,           0.0066637
                 339,            0.058403,            0.063675,            0.034895,             0.68586,             0.42137,             0.48474,             0.25132,            0.052366,             0.02512,            0.030182,           0.0066538,           0.0066538,           0.0066538
                 340,            0.058286,             0.05843,            0.034936,             0.71781,             0.43401,             0.51944,             0.27505,            0.052104,            0.025276,            0.029991,           0.0066439,           0.0066439,           0.0066439
                 341,             0.05588,            0.051754,            0.037174,             0.71152,             0.42702,             0.53418,             0.28431,            0.051014,            0.025043,            0.029877,            0.006634,            0.006634,            0.006634
                 342,            0.058512,            0.054351,            0.034471,             0.73249,             0.41664,             0.52324,             0.26362,            0.052461,             0.02475,            0.029572,           0.0066241,           0.0066241,           0.0066241
                 343,            0.059537,            0.062046,            0.035715,             0.72083,             0.44241,              0.5186,              0.2759,            0.053338,            0.025269,            0.029373,           0.0066142,           0.0066142,           0.0066142
